Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
1555,HOTEL NAD MROGĄ,"0-46 874-24-75,",hotel@rochna.pl,stały,***,hotel,"95-060 Rochna, p-ta Brzeziny"
1556,INES,172216431,recepcja@hotelines.pl,stały,***,hotel,"39-120 Sędziszów Małopolski, Wesoła 12"
1557,SZRENICA,(075) 717-35-99,hotel szrenica@bomabol.pl,stały,***,hotel,"58-580 Szklarska Poręba, Turystyczna 29"
1558,DOWHAŃ,523327273,poczta@hoteldowhan.tfirma.pl,stały,***,hotel,"86-170 Nowe, Tczewska 9"
1559,MISTRAL,+48 (0-22) 781-,info@hotelmistral.pl,stały,***,hotel,"05-270 Marki, Słoneczna 1"
1560,PREZYDENT,447101555,recepcja@prezydenthotel.pl,stały,***,hotel,"97-214 Spała, Hubala 15"
1561,CLASSIC,( 12) 424-03-03,hotel@hotel-classic.pl,stały,***,hotel,"31-014 Kraków, ul. Św. Tomasza 32"
1562,HOTEL COLOSSEUM,87-520-26-43,marketing@hotelcolosseum.pl,stały,***,hotel,"19-400 Olecko, Gołdapska 12"
1563,TATARSCY,33 876-41-19,recepcja@hoteltatarscy.pl,stały,***,hotel,"34-130 Kalwaria Zebrzydowska, ul. Sądowa 11"
1564,INTERHOUSE HOTEL,(12) 617-64-00,hotel@interhousehotel.pl,stały,***,hotel,"31-201 Kraków, ul. Bratysławska 2"
1565,SASANKA,(075) 752-80-00,hotel-sasanka@wp.pl,stały,***,hotel,"58-580 Szklarska Poręba, Słowackiego 4"
1566,Protea,757346560,hotel@protea.com.pl,stały,***,hotel,"59-700 Bolesławiec, Brzozowa 1E"
1567,WASIK,486184422,recepcja@hotelwasik.pl,stały,***,hotel,"26-505 Orońsko, krogulcza sucha 65"
1568,MAJOR,(0 12)397-70-00,krakow@majorhotel.pl,stały,***,hotel,"31-323 Kraków, ul. Gdyńska 6"
1569,POD KAMYKIEM,(12) 636-17-48,hotel@podkamykiem.pl,stały,***,hotel,"30-199 Kraków, Rząska; ul. Balicka 51"
1570,Eurohotel,(61) 647 47 47,recepcja@eurohotel.swarzedz.pl,stały,***,hotel,"62-020 Swarzędz, Cieszkowskiego 33"
1571,Orange Przeźmierowo,,,stały,***,hotel,"62-081 Przeźmierowo, Poznańska 14"
1572,DWÓR SZCZEPAŃKICH,322215562,recepcja@dworszczepanskich.pl,stały,***,hotel,"43-188 Woszczyce, Długosza 1"
1573,WILLA ADRIANA,24-267-32-76,,stały,***,hotel,"09-400 Płock, k. wielkiego 13"
1574,VIA APPIA,22-720-96-45,,stały,***,hotel,"05-090 Sękocin Stary, Al. krakowska 116"
1575,"""MHOTEL""",0-42 652-99-90,mHotel@mHotel.eu,stały,***,hotel,"91-222 Łódź, Św.Teresy od Dzieciątka Jezus 111"
1576,MERCURE PIOTRKÓW TRYBUNALSKI VESTIL,0-44 684-00-00,rezerwacja@vestil.pl,stały,***,hotel,"97-300 Piotrków Trybunalski, Armii Krajowej 22C"
1577,Rzymski,(61) 852 81 21,Hotel@rzymskihotel.com.pl,stały,***,hotel,"61-827 Poznań, al.Karola Marcinkowskiego 22"
1578,ELIDA,33-866-11-60,info@elida.com.pl,stały,***,hotel,"34-312 Międzybrodzie Bialskie, Graniczna 11"
1579,ARBITER HOTEL,483320860,radom@arbiterhotel.pl,stały,***,hotel,"26-600 Radom, p.michałowskiego 1"
1580,PERŁA,(12) 267-31-92,rezerwacja@hotelperla.com.pl,stały,***,hotel,"30-435 Kraków, ul. Zakopiańska 180 B"
1581,ECO,0-46 830-00-05,biuro@hotel-eco.pl,stały,***,hotel,"99-400 Łowicz, Podrzeczna 22"
1582,"""WROTA KASZUB""",0-58 687 - 64,rezerwacja@wrotakaszub.pl,stały,***,hotel,"83-430 Stara Kiszewa, Konarzyńska 16"
1583,CONCORDIA,726000026,biuro@hotelconcordia.pl,stały,***,hotel,"58-562 Zachełmie,"
1584,NAWIGATOR,(18) 262-23-46,recepcja@szczawnicanawigator.pl,stały,***,hotel,"34-460 Szczawnica, ul. Zdrojowa 28"
1585,CENTRUM SOSNOWIEC,+48 32 266 97 23,recepcja@hotelcentrumsosnowiec.pl,stały,***,hotel,"41-200 Sosnowiec, Modrzejowska 3"
1586,FLORA,"42 655-72-45,",rezerwacja@flora-hotel.eu,stały,***,hotel,"91-231 Łódź, Hodowlana 15"
1587,"""PANORAMA""",(+48 46) 857-60,hotel@hpm.com.pl; recepcja@hpm.com.pl,stały,***,hotel,"96-320 Mszczonów, Tarczyńska 109a"
1588,BIAŁY DOM,32-757-14-10,hotel@białydom.pl,stały,***,hotel,"44-177 Paniówki, Darwina"
1589,DOM NAD RZEKĄ,95 717-21-06,hotel@domnadrzeka.com.pl,stały,***,hotel,"66-440 Skwierzyna, Mostowa 3"
1590,ZACISZE,+48 33 860 15 10,biuro@hotelzacisze.pl,stały,***,hotel,"34-350 Cisiec, Turystyczna 1"
1591,KLAUDIA,(0 33)879-09-25,recepcja@hotelklaudia.pl,stały,***,hotel,"34-231 Juszczyn, Juszczyn 474"
1592,GEM,(071) 372-90-13,hotel@hotelgem.com.pl,stały,***,hotel,"51-605 Wrocław, Mianowskiego 2B"
1593,VERDE,"0-94/341-61-23,",,stały,***,hotel,"76-037 Mścice, Koszalińska 1"
1594,"RYTWIANY CENTRUM BIZNESU, ZDROWIA I URODY",158647412,hotel@hotelrytwiany.pl,stały,***,hotel,"28-236 Rytwiany, Radziwiłła 19A"
1595,AQUA,468541646,aqua@zyrardow.pl,stały,***,hotel,"96-300 Żyrardów, Stefana Jodłowskiego 25/27"
1596,SANTORINI,12 680-51-95,hotel@santorini.krakow.pl,stały,***,hotel,"31-751 Kraków, ul. Bulwarowa 35B"
1597,RENESANS,"(84) 639 20 01,",hotelrenesans@hoga.pl,stały,***,hotel,"22-400 Zamość, ul. Grecka 6"
1598,TUMSKI,(071) 322 60 99,firma@integer.com.pl,stały,***,hotel,"50-266 Wrocław, Wyspa Słodowa 10"
1599,Świeradów,757816346,hotelswieradow@wp.pl,stały,***,hotel,"58-850 , Piłsudskiego 29"
1600,IMPERIUM,566752107,hotel-imperium@wp.pl,stały,***,hotel,"87-140 Chełmża, Mickiewicza 5"
1601,DWA KSIĘŻYCE,818810833,recepcja@dwaksiezyce.com.pl,stały,***,hotel,"24-120 Kazimierz Dolny, sadowa 15"
1602,"""ZIMOWIT""",178501514,HOTEL@ZIMOWIT.PL,stały,***,hotel,"35-307 Rzeszów, aL. ARMII kRAJOWEJ 4"
1603,KANTORIA,(14) 621-51-24,recepcja@kantoria.pl,stały,***,hotel,"33-100 Tarnów, ul. Piłsudskiego 28 A"
1604,NOWA-SKI,757546600,rezerwacja@nowa-ski.pl,stały,***,hotel,"58-540 Karpacz, Mostowa 9"
1605,"""PALATIUM""",(+48 46) 857-89,palatium@hot.pl,stały,***,hotel,"96-321 Huta Żabiowolska, Przy Trasie 6"
1606,"""BAYJONN""",0-58 732-75-63,recepcja@bayjonnhotel.pl,stały,***,hotel,"81-718 Sopot, Powstańców Warszawy 7"
1607,"""HOTEL KOWALKOWSKI""",056-4613480,kowalkowski@grudziadz.net,stały,***,hotel,"86-300 Grudziądz, Chopina 1/3"
1608,HIBISKUS,178711592,hotel@hibiskus.rzeszow.pl,stały,***,hotel,"36-040 Zarzecze, zarzecze 19"
1609,RT REGENT,12 430-62-34,regent@rthotels.com.pl,stały,***,hotel,"31-059 Kraków, ul. Bożego Ciała 19"
1610,MILENIUM,0-44 684-24-60,hotel.millenium@interia.pl,stały,***,hotel,"97-545 Gomunice, Wojska Polskiego 7"
1611,BIELANY,(071) 335 29 00,,stały,***,hotel,"55-075 , Klecińska 3"
1612,PIASKOWY,32 447-44-40 d,hotel@hotelpiaskowy.pl,stały,***,hotel,"43-200 Pszczyna, Piechurów 3"
1613,"""Małopolska""",134481488,,stały,***,hotel,"38-200 Jasło, Wojska Polskiego 13a"
1614,NOWODWORSKI,767220991,hotel@hotelnowodworski.pl,stały,***,hotel,"59-220 Legnica, Nowodworska 30"
1615,SITARSKA,846860118,hotel@sitarska.pl,stały,***,hotel,"23-400 Biłgoraj, 3-go Maja 21"
1616,PANORAMA HOTEL,91-460-76-07,,stały,***,hotel,"70-752 Szczecin, Radosna 60"
1617,ASTOR,483656363,,stały,***,hotel,"26-600 Radom, Chorzowska 1"
1618,"HOTEL ""KOPERNIK""",566597333,kopernik@hotelewam.pl,stały,***,hotel,"87-100 Toruń, Wola Zamkowa 16"
1619,"""CITY M. W.""",564626037,recepcja@hotel-city.pl,stały,***,hotel,"86-300 Grudziądz, Toruńska 28\30"
1620,FOLWARK STARA WINIARNIA,18 331-23-82,biuro@folwarkstarawiniarnia.pl,stały,***,hotel,"34-730 Mszana Dolna, ul. Ogrodowa 2"
1621,KĘSZYCA LEŚNA,957418201,hotel@hotelkeszycalesna.pl,stały,***,hotel,"66-300 Kęszyca Leśna, Kęszyca Leśna 57"
1622,FALCON,177000170,biuro@hotelfalcon.pl,stały,***,hotel,"35-207 Rzeszów, jastrzębia 29"
1623,MIR-JAN,(074) 814-63-39,,stały,***,hotel,"57-540 Lądek-Zdrój, Kościuszki 78"
1624,Nestor,,,stały,***,hotel,"64-800 Podanin, Podanin"
1625,TRZY KORONY,818864444,recepcja@trzy-korony.com,stały,***,hotel,"24-100 Puławy, 6-go sierpnia 43b"
1626,STANGRET,41 349-25-48,info@stangret-kielce.pl,stały,***,hotel,"25-045 Kielce, Kusocińskiego51"
1627,KORONA,158344428,rezerwacja@hotelkorona.eu,stały,***,hotel,"27-600 Sandomierz, Słowackiego 6"
1628,ISKIERKA BUSINESS & SPA,177881696,,stały,***,hotel,"39-300 Mielec, wojska polskiego 3"
1629,KONRADÓWKA,(075) 76-18-173,,stały,***,hotel,"58-540 Karpacz, Nad Łomnicą 20 c"
1630,CONSTANCJA,34-363-12-24,recepcja@hotelconstancja.pl,stały,***,hotel,"42-200 Częstochowa, Rydza Śmigłego 28"
1631,Arte,774240290,,stały,***,hotel,"49-300 Brzeg, Chrobrego 17"
1632,AKACJOWY DWÓR,(91) 50 65 010,info@akacjowydwor-spa.pl,stały,***,hotel,"73-131 Trzebiatów, Trzebiatów 14"
1633,HOTEL PRIMAGOR,48 617-45-60,primagor@primagor.eu,stały,***,hotel,"26-500 Szydłowiec, Spółdzielcza 2c"
1634,VIGO,570222606,,stały,***,hotel,"91-041 Łódź, Limanowskiego 126"
1635,FAJKIER,783000500,recepcja@hotelfajkier.pl,stały,***,hotel,"42-425 Kroczyce, Lgota Murowana 37 a"
1636,SECESJA,(12) 430-74-64,hotel@hotelsecesja.krakow.pl,stały,***,hotel,"31-065 Kraków, ul. Paulińska 24"
1637,WRÓBLÓWKA,+48 33 816 90 72,recepcja@wroblowka.com.pl,stały,***,hotel,"43-300 Bielsko-Biała, Krakowska 608"
1638,CKS MAGELLAN,0-44 615-43-50,recepcja@hotelmagellan.pl,stały,***,hotel,"97-320 Bronisławów, Żeglarska 35/31"
1639,ARENA,323232222,hotel@hotelarena.com.pl,stały,***,hotel,"43-100 Tychy, de Gaulle'a"
1640,WARMIŃSKI HOTEL & CONFERENCE,89-522-14-00,hotel@hotel-warminski.com.pl,stały,***,hotel,"10-442 Olsztyn, Kołobrzeska 1"
1641,TOBACO,422070707,recepcja@hoteltobaco.pl,stały,***,hotel,"90-553 Łódź, Kopernika 62"
1642,ZORNICA,034/ 327-48-80,zornica@zornica-hotel.pl,stały,***,hotel,"42-262 Poczesna, Spadowa 4"
1643,JASEK,(071) 346-22-16,,stały,***,hotel,"51-180 Wrocław, Sułowska 39"
1644,OLEŚNICA,717256292,,stały,***,hotel,"55-200 Oleśnica Mała,"
1645,AROS,327771700,,stały,***,hotel,"43-100 Tychy, Oświęcimska 51"
1646,"""RÓŻANY GAJ""",587195555,recepcja@rozanygaj.pl,stały,***,hotel,"81-376 Gdynia, Korzeniowskiego 19D"
1647,PANORAMA,825717025,panoramahotel@op.pl,stały,***,hotel,"22-232 Okuninka, Okuninka VIII-12"
1648,NOSALOWY DWÓR,18 202-24-00,hotel@nosalowy-dwor.eu,stały,***,hotel,"34-500 Zakopane, ul. Balzera 21 D"
1649,WYSPIAŃSKI,12 422-95-66,wyspianski@janpol.com.pl,stały,***,hotel,"31-033 Kraków, ul. Westerplatte 15"
1650,ŻOŁYNIANKA,178674511,annastopyra@zolynianka.pl,stały,***,hotel,"37-110 Żołynia, bikówka 2d"
1651,LEŚNY DWÓR,41 362-10-88,hotel@lesnydwor.com.pl,stały,***,hotel,"25-043 Kielce, Szczepaniaka 40"
1652,"HOTEL ""BARTIS""",89-762-17-50,,stały,***,hotel,"11-200 Bartoszyce, Pl. Konstytucji 3 Maja 5"
1653,ARKADIA,226785055,,stały,***,hotel,"03-671 Warszawa, Radzymińska 182"
1654,WILGA,12 294-44-29,hotel@wilga.krakow.pl,stały,***,hotel,"30-502 Kraków, ul. Przedwiośnie 16"
1655,WOLIN,91-328-10-35(-,,stały,***,hotel,"72-500 Międzyzdroje, Nowomyśliwska 76"
1656,BOSMAN,075/ 717 43 65,,stały,***,hotel,"58-580 Szklarska Poręba, Morcinka 2"
1657,MAX,,,stały,***,hotel,"62-030 Luboń, Kościuszki 79"
1658,MARIA,(12) 385-01-10,recepcja@hotel-maria.eu,stały,***,hotel,"32-120 Nowe Brzesko, ul. Targowa 2"
1659,GRODZKA 20,815241102,hotel@hotelgrodzka20.pl,stały,***,hotel,"20-112 Lublin, Grodzka 20"
1660,FARMONA BUSINESS & SPA,12 252-70-00,hotel@farmonahotel.com,stały,***,hotel,"30-443 Kraków, ul. Jugowicka 10 C"
1661,PERŁA,(071) 314-35-19,,stały,***,hotel,"56-400 Oleśnica, Sinapiusa 12"
1662,hotel salve,774373313,info@hotelsalve.pl,stały,***,hotel,"48-250 Głogówek, al. Lipowa 4"
1663,TROJKA,166787988,hotel@hoteltrojka.pl,stały,***,hotel,"37-700 Przemyśl, Lwowsja 20"
1664,KARCZÓWKA,"41 366-26-26, 3",recepcja@hotelkarczowka.pl,stały,***,hotel,"25-713 Kielce, Karczówkowska 64"
1665,POD KAMIENIEM,14 685-24-80,biuro@hotel-lipnica.pl,stały,***,hotel,"32-724 Lipnica Murowana, Lipnica Górna 317"
1666,HOTEL CESARSKI,87-732-77-70,biuro@cesarski.eu,stały,***,hotel,"11-500 Giżycko, Plac Grunwaldzki 8"
1667,HOTEL GROMADA CENTRUM,22/582-95-43,sekretariat.centrum@gromada.pl,stały,***,hotel,"00-030 Warszawa, Pl. Powstańców Warszawy 2"
1668,MAŁY MŁYN,091/578-65-55,hotel@malymlyn.com.pl,stały,***,hotel,"73-110 Stargard Szczeciński, Gdańska 5"
1669,ZŁOTY LAS,748509771,biuro@zloty-las.pl,stały,***,hotel,"58-100 Lubachów, LUBACHÓW 27D"
1670,"""POD KLUKĄ""",598445499,hotel@podkluka.pl,stały,***,hotel,"76-200 Słupsk, kaszubska 22"
1671,SANATORIUM SŁOWACKI SPA,41378-78-79,sanatorium@slowacki.busko.com.pl,stały,***,hotel,"28-100 Busko-Zdrój, 1-go Maja 33"
1672,PAŁAC NA WODZIE,89-641-31-58,osada@dankow.pl,stały,***,hotel,"14-140 Wielimowo, 4A"
1673,PAŁAC KROTOSZYCE,768768300,kontakt@palackrotoszyce.pl,stały,***,hotel,"59-223 Krotoszyce, PARKOWA 3"
1674,HOTEL WIATRACZNA,512390373,,stały,***,hotel,"04-081 Warszawa, Czapelska 34A"
1675,QUALITY SYSTEM HOTEL KRAKÓW,(0 12) 290-80-0,krakow@hotelsystem.pl,stały,***,hotel,"31-357 Kraków, ul. Josepha Conrada 35"
1676,DWÓR W TOMASZOWICACH,(12) 419-20-00,dwor@dwor.pl,stały,***,hotel,"32-085 Tomaszowice, ul. krakowska 68"
1677,"""PAŁAC GODĘTOWO""",586779596,hotel@palacgodetowo.pl,stały,***,hotel,"84-218 Godętowo, Godętowo 1"
1678,LISIA POLANA,502510244,info@lisiapolana.pl,stały,***,hotel,"05-180 Pomiechówek, pomocnia 9"
1679,PRESIDENT,510764779,info@presidentkock.pl,stały,***,hotel,"21-150 Kock, Piłsudskiego 19"
1680,MUROWANICA,18 206-33-62,murowanica@murowanica-hotel.pl,stały,***,hotel,"34-500 Zakopane, ul. Przewodników Tatrzańskich 6"
1681,IMPERIAL RESIDENCE,158326088,rezerwacje@imperialrezident.pl,stały,***,hotel,"27-600 Sandomierz, Różana 21"
1682,CASTLE,746441499,,stały,***,hotel,"57-500 Bystrzyca Kłodzka, OKRZEI 32"
1683,LECH,(14 )611-77-84,hotellech@hotel-lech.com.pl,stały,***,hotel,"32-744 Łapczyca, Siedlec 151"
1684,MERCURE WARSZAWA AIRPORT,225752801,warszawa@desilva.pl,stały,***,hotel,"02-210 Warszawa, al. krakowska 266"
1685,"""KARAT""",(+48 22) 849-84,,stały,***,hotel,"00-789 Warszawa, Słoneczna 37"
1686,KARMEL,12 430-66-97,hotel@karmel.com.pl,stały,***,hotel,"31-057 Kraków, ul. Kupa 15"
1687,"""WILLA LUBICZ""",0 - 58 668 -,info@willalubicz.pl,stały,***,hotel,"81-522 Gdynia, Orłowska 43"
1688,NOVUM,(0 12)279-89-00,recepcja@hotelnovum.pl,stały,***,hotel,"32-005 Niepołomice, ul. Grunwaldzka 15 H"
1689,PAŁAC LACON CENTRUM HOTELOWO - KONFERENCYJNE,508-072-579,info@lacon.pl,stały,***,hotel,"28-500 Kazimierza Wielka, 1 Maja 16"
1690,LA CUCINA ITALIANA,501952502,BIURO@LA-CUCINA.PL,stały,***,hotel,"26-015 Szczecno, SZCZECNO 162 C"
1691,WINE GARDEN HOTEL,134354289,hotel@dworkombornia.pl,stały,***,hotel,"38-420 Kombornia, kombornia 1"
1692,FERO - LUX,33 863-60-23 i,fero@tenit.com.pl,stały,***,hotel,"34-335 Korbielów, Szczybork 62"
1693,"""SZYDŁOWSKI""",0 - 58 345 -,hotel@szydlowski.pl,stały,***,hotel,"80-244 Gdańsk, Grunwaldzka 114"
1694,HOTEL HELENA,87-429-37-10,recepcja@hotelhelena.pl,stały,***,hotel,"11-500 Giżycko, Al. Wojska Polskiego 58"
1695,HAMPTON BY HILTON ŚWINOUJŚCIE,913229100,,stały,***,hotel,"72-600 Świnoujście, Wojska Polskiego 14"
1696,HOTEL ZACISZE,774029030,biuro@zaciszeturawa.pl,stały,***,hotel,"46-045 Turawa, Biwakowa 2"
1697,HOTEL IBIS KRAKÓW STARE MIASTO,(12) 355-29-00,h7161@accor.com,stały,***,hotel,"31-154 Kraków, ul. Pawia 15"
1698,EVA,12 429-93-75,reservation@hotel-eva.pl,stały,***,hotel,"30-206 Kraków, ul. Księcia Józefa 24A"
1699,JELONEK,(075) 764-72-15,,stały,***,hotel,"58-500 Jelenia Góra, 1 Maja 5"
1700,OSJANN,833433181,rezerwacje@osjann.pl,stały,***,hotel,"21-500 Biała Podlaska, plac wolności 15"
1701,RYCHŁO,757732072,recepcja@rychlo.pl,stały,***,hotel,"59-920 Bogatynia, Pocztowa 15"
1702,FESTIVAL,077/4556011,recepcja@festival.com.pl,stały,***,hotel,"45-222 Opole, Oleska 86"
1703,NIEMCZA SPA,748325360,info@hotelniemcza.pl,stały,***,hotel,"58-230 Niemcza, STRZELIŃSKA 8"
1704,CHOCHOŁOWY DWÓR,12 389-32-80,kontakt@chocholowydwor.pl,stały,***,hotel,"32-048 Jerzmanowice, .Jerzmanowice 54A"
1705,JAŚMINOWY DWÓR,781210210,info@jasminowy-dwor.pl,stały,***,hotel,"37-562 Rokietnica, 683"
1706,BARON KARCZMA GRODZKA,(075) 752-53-91,,stały,***,hotel,"58-500 Jelenia Góra, Grodzka 4 i 5"
1707,ZAMKOWY,074/ 665 41 44,,stały,***,hotel,"58-306 Wałbrzych, Piastów Śląskich 1"
1708,MŁYN,815367020,recepcja@hotel-mlyn.lublin.pl,stały,***,hotel,"20-034 Lublin, racławickie 23a"
1709,FRYDERYK,(074) 866-04-88,fryderyk@fryderyk.com.pl,stały,***,hotel,"57-340 Duszniki-Zdrój, Wojska Polskiego 10"
1710,ZŁOTE DĘBY,227416565,biuro@zlotedeby.pl,stały,***,hotel,"03-256 Warszawa, brzeziny 7"
1711,BARKA,33 876-55-55,recepcja@hotel-barka.pl,stały,***,hotel,"34-130 Kalwaria Zebrzydowska, ul. Partyzantów 6A"
1712,MCM PLUS,957369766,recepcja@hotelmcmplus.pl,stały,***,hotel,"66-400 Gorzów Wielkopolski, Grobla 8"
1713,PICARO,757770400,recepcja@motelpicaro.pl,stały,***,hotel,"59-900 Żarska Wieś, ŻARSKA WIEŚ 9A"
1714,ZIMNIK,033/ 867-02-81,recepcja@zimnik.com.pl,stały,***,hotel,"34-324 Lipowa, -"
1715,POD ZŁOTĄ RÓŻĄ,4134-15-002,zlotaroza@hot.pl,stały,***,hotel,"25-334 Kielce, Pl. Moniuszki 7"
1716,PODIUM,+48 33 855 50 78,recepcja@hotelpodium.pl,stały,***,hotel,"43-460 Wisła, Os. Bajcary 13"
1717,HOTEL SREBRNY DZWON,55-231-34-34,biuro@srebrnydzwon.pl,stały,***,hotel,"82-340 Kadyny, 31"
1718,PICARO,757228300,recepcja@motelpicaro.pl,stały,***,hotel,"59-900 Żarska Wieś, POŁUDNIE"
1719,HOTEL TIM,243862701,recepcja@hoteltim.pl,stały,***,hotel,"09-472 Cekanowo, polna 2"
1720,HOTEL PRZY BASZCIE,767208860,recepcja@hotelprzybaszcie.pl,stały,***,hotel,"59-220 Legnica, MURARSKA 4"
1721,ELJOT,413720283,recepcja@hotelsielpia.pl,stały,***,hotel,"26-200 Sielpia Mała, Staszica 13"
1722,LA MAR,41 33-02-200,poczta@hotellamar.pl,stały,***,hotel,"25-414 Kielce, Sikorskiego 2"
1723,PICARO,757770400,RECEPCJA3@PICARO.PL,stały,***,hotel,"59-700 Kraśnik Dolny, MOP KRAŚNIK DOLNY"
1724,BARLINEK,665144700,,stały,***,hotel,"74-320 Barlinek, Jeziorna 14"
1725,ARSENAŁ,+48 32 734 62 7,hotel@hotel-arsenal.pl,stały,***,hotel,"44-109 Gliwice, Zawadzkiego 68"
1726,IWANOWSCY,768584922,zajazd@zajazd-kawice.pl,stały,***,hotel,"59-230 Prochowice, KAWICE-PARKING"
1727,"HOTEL ""AMAX""",87-421-90-00,recepcja@hotel-amax.pl,stały,***,hotel,"11-730 Mikołajki, Al. Spacerowa 7"
1728,IBIS STYLES WROCŁAW CENTRUM,717334800,,stały,***,hotel,"50-083 Wrocław, PLAC KONSTYTUCJI 3 MAJA 3"
1729,ZAUŁEK,(071) 341-00-46,mako@adm.uni.wroc.pl,stały,***,hotel,"50-115 Wrocław, Garbary 11"
1730,DĄBRÓWKA,32 47-62-704,recepcja@hoteldabrowka.pl,stały,***,hotel,"44-330 Jastrzębie-Zdrój, 1 - Maja 49"
1731,VILLA HERKULES,91/ 321 35 28,kontakt@willaherkules.pl,stały,***,hotel,"72-600 Świnoujście, Słowackiego 29"
1732,KASKADA,713856336,,stały,***,hotel,"56-300 Wszewilki, WSZEWILKI 85"
1733,HOTEL LAMBERTON,227210777,rezerwacja@hotellamberton.pl,stały,***,hotel,"05-850 Koprki, poznańska 492"
1734,GÓRSKI RAJ,18 331-80-11,hotel@gorskiraj.com,stały,***,hotel,"34-735 Niedźwiedź, Poręba Wielka 765"
1735,BESKID,33 86-37-647,beskid@hotelbeskid.com,stały,***,hotel,"34-360 Milówka, J. Kazimierza 122"
1736,KUKUBARA BOWLING CENTER,697000100,kukubara@kukubara.com.pl,stały,***,hotel,"42-300 Myszków, 1-go maja 126"
1737,RYTWIANY,"15 864-32-55, 8",hotel@hotelrytwiany.pl,stały,***,hotel,"28-236 Rytwiany, Radziwiłła 19"
1738,"""FORT HOTEL""",(+48 22) 676-80,poczta@fortpiontek.pl,stały,***,hotel,"03-152 Warszawa, Modlińska 310/312"
1739,MORAWICA,(0 12) 285-58-3,motel@motell.pl,stały,***,hotel,"32-084 Morawica, Morawica 285"
1740,HOTEL&RESTAURANT WILLOWA,814408888,recepcja@hotelwillowa.pl,stały,***,hotel,"20-810 Lublin, Sławinkowska 15a"
1741,HOTEL OTOLIŃSKI,535-702-702,dapolsc@interia.pl,stały,***,hotel,"09-407 Płock, otolińska 296"
1742,GALA KOMPLEKS RESTAURACYJNO HANDLOWY,(0 12)372-40-30,recepcja@hotel-gala.pl,stały,***,hotel,"32-440 Sułkowice, Rudnik, ul. Dolna 157"
1743,HOTEL CHOPIN,525211200,recepcja@hotel-chopin.pl,stały,***,hotel,"85-092 Bydgoszcz, Fryderyka Chopina 10"
1744,MERCURE JELENIA GÓRA,(075) 76-46-481,mer.jgora@orbis.pl,stały,***,hotel,"58-500 Jelenia Góra, Sudecka 63"
1745,"""NOVOTEL GDAŃSK MARINA""",0 - 58 558 -,nov.marina@orbis.pl,stały,***,hotel,"80-342 Gdańsk, Jelitkowska 20"
1746,Medical SPA Sanatorium UNITRAL,094/ 31 89 231,reklama@unitral.pl,stały,***,hotel,"76-032 Mielno, Piastów 6"
1747,PODEWILS,943470516,krag@podewils.pl,stały,***,hotel,"76-010 Krąg, krąg 16"
1748,"""RAD""",564655506,rad@hotel-grudziadz.pl,stały,***,hotel,"86-300 Grudziądz, Chełmińska 144"
1749,COLUMBUS,(12) 252-75-50,hotel@hotelcolumbus.pl,stały,***,hotel,"31-038 Kraków, ul. Starowiślna 57"
1750,"HOTEL HESTAURACJA ""TYROL""",523247062,,stały,***,hotel,"85-846 Myślęcinek, Kąkolowa 2"
1751,HANSEATIC,94-354-44-67,recepcja@hotel-hanseatic.pl,stały,***,hotel,"78-100 Kołobrzeg, Morska 4"
1752,HOTEL VICTOR PRUSZKÓW BY DESILVA,224303901,victor@hotelvictor.pl,stały,***,hotel,"05-800 Pruszków, andrzeja 1a"
1753,ERA,757136233,RECEPCJA@HOTELERA.PL,stały,***,hotel,"59-850 Świeradów-Zdrój, ZAKOPIAŃSKA 20"
1754,POLONIA,(071) 343-10-21,,stały,***,hotel,"50-020 Wrocław, Piłsudskiego 66"
1755,DAVID BOUTIQUE HOTEL,(0 12)619-24-70,biuro@hoteldavid.pl,stały,***,hotel,"31-053 Kraków, ul. Ciemna 13"
1756,FLORYAN,(12) 431-14-18,floryan@floryan.com.pl,stały,***,hotel,"31-021 Kraków, ul. Floriańska 38"
1757,INESS HOTEL,0-42 684-45-54,recepcja@inesshotel.pl,stały,***,hotel,"93-578 Łódź, Wróblewskiego 19/23"
1758,HOTEL PERŁOWY,825717138,kontakt@hotelperlowy.pl,stały,***,hotel,"22-200 Okuninka, Okuninka IX-6"
1759,PARK,(074) 853-70-98,hotel@park-hotel.com.pl,stały,***,hotel,"58-100 Świdnica, Pionierów 20"
1760,PUCHACZÓWKA,748130943,pensjonat@puchaczowka.pl,stały,***,hotel,"57-550 Sienna, SIENNA 5d"
1761,EDEN,(0 12)430-65-65,eden@hoteleden.pl,stały,***,hotel,"31-053 Kraków, ul. Ciemna 15"
1762,HOTEL MIŁOMŁYN,89-642-33-00,recepcja@milomlynzdroj.pl,stały,***,hotel,"14-140 Miłomłyn, Ostródzka 2B"
1763,Ossowski,(61) 815 81 00,recepcja@hotel-ossowski.com.pl,stały,***,hotel,"62-006 Kobylnica, Dąbrówki 1"
1764,CORUM,075/ 761 85 33,,stały,***,hotel,"58-540 Karpacz, Kościuszki 12-14, 16"
1765,CAMPANILE,(12) 424-26-00,krakow@campanile.com.pl,stały,***,hotel,"31-023 Kraków, ul. Św. Tomasza 34"
1766,HOTEL ATENA,236723232,recepcja@hotelatena.pl,stały,***,hotel,"06-400 Ciechanów, m.m.kolbe 76"
